movieId,ratings_count,tags_count
359,1.0,0.0
360,8.0,0.0
361,17.0,1.0
362,34.0,0.0
363,2.0,2.0
364,172.0,5.0
365,4.0,0.0
366,12.0,0.0
367,157.0,0.0
368,74.0,0.0
369,2.0,0.0
370,58.0,0.0
371,21.0,1.0
372,21.0,0.0
373,11.0,0.0
374,25.0,0.0
376,40.0,0.0
377,171.0,1.0
378,7.0,0.0
379,21.0,0.0
380,178.0,1.0
381,11.0,1.0
382,16.0,0.0
383,21.0,0.0
384,2.0,0.0
385,1.0,0.0
386,1.0,0.0
387,4.0,0.0
388,2.0,0.0
389,2.0,0.0
390,5.0,0.0
391,1.0,0.0
393,10.0,0.0
405,12.0,0.0
406,1.0,0.0
407,8.0,0.0
408,2.0,0.0
409,1.0,0.0
410,84.0,6.0
412,15.0,1.0
413,26.0,1.0
414,6.0,0.0
415,16.0,0.0
416,8.0,0.0
417,13.0,0.0
418,2.0,0.0
419,20.0,0.0
420,59.0,0.0
421,12.0,1.0
422,5.0,0.0
423,10.0,0.0
424,3.0,0.0
425,2.0,2.0
426,7.0,0.0
427,12.0,0.0
428,18.0,0.0
429,6.0,0.0
430,2.0,0.0
431,42.0,3.0
432,55.0,0.0
433,8.0,0.0
434,101.0,0.0
435,63.0,0.0
436,7.0,0.0
437,9.0,0.0
438,7.0,0.0
440,76.0,1.0
441,42.0,0.0
442,81.0,0.0
444,6.0,0.0
445,12.0,0.0
446,9.0,0.0
448,8.0,0.0
449,1.0,0.0
450,7.0,0.0
451,1.0,0.0
452,3.0,0.0
453,5.0,0.0
454,101.0,1.0
455,37.0,0.0
456,4.0,0.0
457,190.0,1.0
458,5.0,0.0
459,6.0,0.0
460,3.0,0.0
461,4.0,0.0
464,10.0,0.0
466,60.0,0.0
467,1.0,0.0
468,22.0,0.0
469,5.0,0.0
470,1.0,0.0
471,40.0,1.0
472,6.0,0.0
473,7.0,0.0
474,70.0,1.0
475,25.0,1.0
476,1.0,0.0
477,17.0,1.0
478,1.0,0.0
479,4.0,0.0
480,238.0,1.0
481,19.0,0.0
482,8.0,0.0
484,2.0,0.0
485,53.0,0.0
486,3.0,0.0
487,4.0,0.0
488,1.0,2.0
489,11.0,0.0
490,12.0,0.0
491,17.0,0.0
492,14.0,0.0
493,12.0,0.0
494,41.0,0.0
495,1.0,0.0
496,1.0,0.0
497,43.0,1.0
499,2.0,0.0
500,144.0,3.0
501,6.0,0.0
502,15.0,0.0
504,2.0,0.0
505,7.0,0.0
506,2.0,0.0
507,13.0,0.0
508,66.0,1.0
509,61.0,0.0
510,1.0,0.0
511,2.0,0.0
512,4.0,0.0
513,4.0,2.0
514,18.0,0.0
515,24.0,2.0
516,18.0,1.0
517,9.0,0.0
518,4.0,0.0
519,21.0,0.0
520,69.0,0.0
521,3.0,0.0
522,7.0,3.0
523,4.0,0.0
524,34.0,1.0
526,1.0,0.0
527,220.0,7.0
528,3.0,0.0
529,40.0,1.0
531,24.0,1.0
532,16.0,0.0
533,18.0,0.0
534,14.0,1.0
535,15.0,1.0
536,3.0,0.0
537,12.0,0.0
538,12.0,1.0
539,106.0,1.0
540,18.0,1.0
541,124.0,13.0
542,14.0,0.0
543,41.0,1.0
544,8.0,0.0
546,21.0,0.0
547,2.0,0.0
548,6.0,0.0
549,2.0,0.0
550,5.0,0.0
551,93.0,2.0
552,61.0,1.0
553,65.0,0.0
555,65.0,0.0
556,6.0,1.0
558,8.0,0.0
562,23.0,1.0
563,1.0,0.0
564,2.0,0.0
567,3.0,0.0
568,2.0,0.0
569,6.0,0.0
573,1.0,0.0
574,4.0,0.0
575,16.0,0.0
577,4.0,0.0
579,1.0,0.0
580,5.0,0.0
581,4.0,0.0
583,1.0,0.0
585,36.0,0.0
586,116.0,1.0
587,115.0,1.0
588,183.0,1.0
589,224.0,8.0
590,164.0,2.0
592,189.0,1.0
593,279.0,6.0
594,77.0,1.0
595,146.0,1.0
596,60.0,1.0
597,135.0,1.0
599,11.0,0.0
600,1.0,0.0
602,1.0,0.0
605,10.0,0.0
606,4.0,0.0
608,181.0,5.0
609,14.0,0.0
610,33.0,0.0
611,6.0,0.0
612,6.0,0.0
613,8.0,0.0
615,1.0,0.0
616,45.0,1.0
617,3.0,0.0
618,1.0,0.0
619,5.0,0.0
626,1.0,0.0
627,6.0,0.0
628,35.0,6.0
631,11.0,0.0
632,1.0,0.0
633,1.0,0.0
634,4.0,0.0
635,2.0,0.0
636,1.0,0.0
637,33.0,0.0
638,1.0,1.0
639,4.0,0.0
640,11.0,0.0
645,2.0,0.0
647,29.0,1.0
648,162.0,1.0
649,1.0,0.0
650,4.0,0.0
653,65.0,0.0
656,5.0,0.0
661,49.0,0.0
662,7.0,0.0
663,12.0,0.0
665,3.0,0.0
667,8.0,0.0
668,2.0,1.0
670,2.0,1.0
671,36.0,1.0
673,53.0,1.0
674,9.0,0.0
678,9.0,0.0
679,1.0,0.0
680,4.0,0.0
685,2.0,0.0
688,9.0,0.0
691,3.0,0.0
692,4.0,0.0
694,11.0,0.0
695,2.0,0.0
697,5.0,0.0
698,1.0,0.0
700,7.0,0.0
703,2.0,0.0
704,7.0,0.0
706,1.0,0.0
707,21.0,1.0
708,58.0,1.0
709,11.0,0.0
710,8.0,0.0
711,10.0,0.0
714,15.0,0.0
715,3.0,0.0
718,4.0,0.0
719,35.0,0.0
720,27.0,1.0
722,1.0,0.0
724,31.0,0.0
725,5.0,0.0
726,1.0,0.0
728,10.0,1.0
731,3.0,0.0
733,121.0,3.0
735,7.0,0.0
736,123.0,1.0
737,20.0,0.0
741,27.0,0.0
742,11.0,0.0
743,29.0,0.0
745,48.0,1.0
747,3.0,0.0
748,22.0,1.0
750,97.0,10.0
757,1.0,0.0
759,2.0,0.0
760,2.0,0.0
761,19.0,0.0
762,41.0,0.0
764,2.0,0.0
765,19.0,0.0
766,4.0,0.0
773,1.0,0.0
775,1.0,0.0
778,102.0,4.0
779,2.0,0.0
780,202.0,1.0
781,7.0,0.0
782,8.0,0.0
783,47.0,0.0
784,54.0,0.0
785,42.0,0.0
786,64.0,0.0
788,82.0,0.0
790,1.0,0.0
791,1.0,0.0
795,2.0,0.0
798,12.0,0.0
799,23.0,0.0
800,19.0,1.0
801,11.0,0.0
802,46.0,0.0
803,1.0,0.0
804,8.0,0.0
805,35.0,1.0
806,1.0,0.0
808,2.0,0.0
809,9.0,0.0
810,12.0,0.0
813,5.0,0.0
818,10.0,1.0
823,1.0,0.0
824,1.0,0.0
828,6.0,0.0
829,9.0,0.0
830,21.0,1.0
832,37.0,4.0
833,6.0,0.0
835,3.0,0.0
836,17.0,1.0
837,33.0,0.0
838,30.0,1.0
839,15.0,0.0
840,4.0,0.0
841,2.0,0.0
842,12.0,0.0
848,7.0,0.0
849,44.0,0.0
851,6.0,0.0
852,43.0,1.0
858,192.0,1.0
861,9.0,0.0
866,23.0,0.0
867,2.0,0.0
869,3.0,0.0
870,2.0,0.0
875,1.0,0.0
876,1.0,0.0
879,4.0,0.0
880,27.0,0.0
881,5.0,0.0
882,1.0,0.0
885,2.0,0.0
886,6.0,0.0
888,3.0,0.0
889,1.0,0.0
891,5.0,0.0
892,13.0,1.0
893,3.0,0.0
896,2.0,0.0
897,2.0,0.0
898,29.0,1.0
899,47.0,1.0
900,12.0,1.0
901,7.0,0.0
902,36.0,1.0
903,60.0,5.0
904,84.0,6.0
905,14.0,1.0
906,7.0,1.0
907,2.0,1.0
908,57.0,3.0
909,27.0,1.0
910,50.0,1.0
911,13.0,1.0
912,100.0,1.0
913,44.0,1.0
914,35.0,1.0
915,30.0,1.0
916,26.0,2.0
917,2.0,0.0
918,10.0,1.0
919,92.0,2.0
920,45.0,1.0
921,9.0,1.0
922,27.0,3.0
923,69.0,1.0
924,109.0,41.0
926,24.0,1.0
927,3.0,1.0
928,18.0,1.0
929,1.0,3.0
930,20.0,1.0
931,9.0,1.0
932,8.0,0.0
933,23.0,0.0
934,12.0,1.0
935,3.0,0.0
936,6.0,2.0
937,2.0,0.0
938,6.0,1.0
940,8.0,1.0
941,2.0,1.0
942,6.0,0.0
943,7.0,1.0
944,3.0,1.0
945,7.0,1.0
946,3.0,0.0
947,4.0,3.0
948,6.0,1.0
949,6.0,0.0
950,7.0,1.0
951,14.0,1.0
952,12.0,1.0
953,58.0,1.0
954,18.0,1.0
955,18.0,2.0
956,1.0,1.0
959,1.0,0.0
961,1.0,0.0
963,1.0,0.0
965,11.0,1.0
968,28.0,1.0
969,34.0,1.0
970,1.0,1.0
971,10.0,1.0
973,5.0,1.0
976,1.0,1.0
979,1.0,0.0
981,2.0,0.0
982,1.0,0.0
984,2.0,0.0
986,13.0,1.0
987,1.0,0.0
988,2.0,0.0
990,5.0,0.0
991,11.0,1.0
993,1.0,0.0
994,11.0,1.0
996,13.0,0.0
998,3.0,0.0
999,12.0,0.0
1003,3.0,0.0
1004,6.0,0.0
1005,8.0,0.0
1006,5.0,2.0
1007,10.0,0.0
1008,1.0,0.0
1009,9.0,0.0
1010,9.0,2.0
1011,8.0,0.0
1012,9.0,0.0
1013,12.0,1.0
1014,5.0,0.0
1015,20.0,0.0
1016,5.0,0.0
1017,10.0,0.0
1018,6.0,0.0
1019,17.0,0.0
1020,37.0,0.0
1021,27.0,0.0
1022,42.0,1.0
1023,13.0,0.0
1024,6.0,0.0
1025,25.0,2.0
1027,28.0,0.0
1028,71.0,2.0
1029,35.0,1.0
1030,15.0,1.0
1031,24.0,0.0
1032,40.0,1.0
1033,20.0,1.0
1034,5.0,0.0
1035,64.0,1.0
1036,145.0,0.0
1037,24.0,0.0
1040,1.0,0.0
1041,11.0,1.0
1042,42.0,1.0
1043,5.0,0.0
1046,4.0,0.0
1047,33.0,0.0
1049,21.0,0.0
1050,5.0,0.0
1051,3.0,0.0
1053,1.0,0.0
1054,1.0,0.0
1055,2.0,0.0
1056,7.0,0.0
1057,15.0,0.0
1059,36.0,5.0
1060,36.0,0.0
1061,29.0,0.0
1064,13.0,0.0
1066,4.0,1.0
1068,1.0,1.0
1073,119.0,0.0
1077,28.0,0.0
1078,11.0,0.0
1079,71.0,1.0
1080,89.0,3.0
1081,12.0,1.0
1082,6.0,1.0
1083,6.0,0.0
1084,35.0,2.0
1085,2.0,0.0
1086,25.0,0.0
1088,42.0,2.0
1089,131.0,11.0
1090,63.0,1.0
1091,21.0,0.0
1092,47.0,0.0
1093,37.0,3.0
1094,42.0,0.0
1095,15.0,0.0
1096,10.0,1.0
1097,122.0,1.0
1099,4.0,0.0
1100,19.0,0.0
1101,83.0,2.0
1103,15.0,2.0
1104,20.0,1.0
1105,3.0,0.0
1107,2.0,0.0
1111,4.0,0.0
1112,2.0,0.0
1114,1.0,0.0
1116,1.0,0.0
1117,1.0,0.0
1119,1.0,0.0
1120,27.0,1.0
1121,1.0,0.0
1123,2.0,0.0
1124,13.0,1.0
1125,24.0,1.0
1126,6.0,0.0
1127,62.0,0.0
1128,5.0,0.0
1129,39.0,0.0
1130,5.0,0.0
1131,11.0,0.0
1132,8.0,0.0
1135,13.0,1.0
1136,136.0,4.0
1137,1.0,0.0
1140,1.0,0.0
1144,1.0,0.0
1147,10.0,2.0
1148,56.0,1.0
1150,3.0,0.0
1151,2.0,0.0
1156,1.0,0.0
1161,3.0,0.0
1162,1.0,0.0
1163,1.0,0.0
1167,2.0,0.0
1170,2.0,0.0
1171,17.0,1.0
1172,34.0,0.0
1173,11.0,0.0
1175,21.0,0.0
1176,3.0,0.0
1177,6.0,1.0
1178,12.0,2.0
1179,27.0,1.0
1180,1.0,0.0
1183,45.0,1.0
1184,7.0,0.0
1185,10.0,1.0
1186,23.0,0.0
1187,5.0,1.0
1188,22.0,2.0
1189,11.0,2.0
1190,6.0,0.0
1191,6.0,0.0
1192,5.0,0.0
1193,133.0,3.0
1194,11.0,0.0
1196,211.0,10.0
1197,142.0,2.0
1198,200.0,8.0
1199,59.0,0.0
1200,126.0,9.0
1201,72.0,1.0
1202,7.0,0.0
1203,57.0,9.0
1204,45.0,1.0
1206,120.0,1.0
1207,58.0,2.0
1208,107.0,1.0
1209,18.0,1.0
1210,196.0,3.0
1211,13.0,0.0
1212,24.0,3.0
1213,126.0,1.0
1214,146.0,1.0
1215,51.0,0.0
1216,11.0,0.0
1217,15.0,1.0
1218,11.0,0.0
1219,83.0,9.0
1220,84.0,1.0
1221,129.0,3.0
1222,102.0,2.0
1223,28.0,1.0
1224,19.0,1.0
1225,76.0,2.0
1226,6.0,0.0
1227,16.0,0.0
1228,40.0,1.0
1230,58.0,1.0
1231,22.0,2.0
1232,8.0,0.0
1233,40.0,1.0
1234,64.0,1.0
1235,26.0,1.0
1236,3.0,0.0
1237,18.0,7.0
1238,9.0,0.0
1240,131.0,8.0
1241,10.0,0.0
1242,41.0,1.0
1243,16.0,1.0
1244,33.0,1.0
1245,20.0,1.0
1246,86.0,2.0
1247,79.0,1.0
1248,17.0,0.0
1249,35.0,1.0
1250,45.0,1.0
1251,14.0,0.0
1252,59.0,1.0
1253,25.0,1.0
1254,16.0,1.0
1255,6.0,0.0
1256,23.0,0.0
1257,27.0,1.0
1258,109.0,9.0
1259,91.0,1.0
1260,15.0,7.0
1261,34.0,0.0
1262,43.0,1.0
1263,43.0,1.0
1264,5.0,0.0
1265,143.0,0.0
1266,45.0,1.0
1267,30.0,2.0
1268,9.0,0.0
1269,29.0,1.0
1270,171.0,1.0
1271,30.0,0.0
1272,33.0,1.0
1273,11.0,0.0
1274,39.0,3.0
1275,48.0,0.0
1276,57.0,1.0
1277,12.0,1.0
1278,69.0,1.0
1279,8.0,0.0
1280,9.0,1.0
1281,15.0,1.0
1282,53.0,1.0
1283,19.0,1.0
1284,14.0,1.0
1285,41.0,1.0
1286,7.0,0.0
1287,34.0,0.0
1288,66.0,4.0
1289,11.0,0.0
1290,10.0,0.0
1291,140.0,2.0
1292,20.0,1.0
1293,27.0,1.0
1295,11.0,0.0
1296,17.0,1.0
1297,20.0,0.0
1298,23.0,0.0
1299,28.0,2.0
1300,9.0,0.0
1301,13.0,2.0
1302,56.0,1.0
1303,17.0,1.0
1304,62.0,1.0
1305,4.0,0.0
1306,5.0,0.0
1307,85.0,1.0
1310,1.0,0.0
1312,2.0,0.0
1318,1.0,0.0
1320,47.0,0.0
1321,23.0,0.0
1322,3.0,0.0
1323,3.0,0.0
1324,3.0,0.0
1325,2.0,0.0
1326,4.0,0.0
1327,15.0,0.0
1328,2.0,0.0
1329,2.0,0.0
1330,4.0,0.0
1331,1.0,0.0
1332,3.0,0.0
1333,44.0,1.0
1334,6.0,0.0
1335,1.0,0.0
1336,1.0,0.0
1337,1.0,0.0
1339,29.0,0.0
1340,3.0,0.0
1341,2.0,0.0
1342,11.0,0.0
1343,25.0,5.0
1344,14.0,1.0
1345,36.0,3.0
1346,8.0,0.0
1347,27.0,0.0
1348,16.0,1.0
1349,1.0,0.0
1350,22.0,1.0
1351,3.0,0.0
1352,2.0,0.0
1353,4.0,1.0
1354,7.0,1.0
1355,3.0,0.0
1356,91.0,1.0
1357,24.0,1.0
1358,47.0,1.0
1359,18.0,0.0
1361,6.0,1.0
1363,5.0,1.0
1365,6.0,0.0
1366,5.0,1.0
1367,47.0,2.0
1370,68.0,0.0
1371,45.0,0.0
1372,42.0,1.0
1373,30.0,0.0
1374,62.0,1.0
1375,42.0,0.0
1376,43.0,1.0
1377,60.0,1.0
1378,25.0,0.0
1379,11.0,0.0
1380,68.0,1.0
1381,19.0,1.0
1382,4.0,0.0
1385,24.0,0.0
1387,91.0,1.0
1388,17.0,0.0
1389,6.0,1.0
1390,9.0,0.0
1391,86.0,0.0
1392,4.0,0.0
1393,85.0,1.0
1394,58.0,1.0
1395,5.0,0.0
1396,46.0,1.0
1397,2.0,0.0
1398,1.0,1.0
1399,5.0,0.0
1401,3.0,0.0
1405,31.0,0.0
1406,2.0,0.0
1407,70.0,2.0
1408,39.0,2.0
1409,23.0,0.0
1411,16.0,1.0
1412,1.0,0.0
1413,2.0,1.0
1414,8.0,0.0
1415,2.0,0.0
1416,12.0,1.0
1417,2.0,0.0
1419,2.0,0.0
1422,4.0,0.0
1423,1.0,2.0
1425,8.0,0.0
1426,1.0,0.0
1427,1.0,0.0
1428,2.0,0.0
1429,20.0,0.0
1430,3.0,0.0
1431,16.0,0.0
1432,7.0,0.0
1437,2.0,0.0
1438,24.0,0.0
1439,3.0,0.0
1440,2.0,0.0
1441,19.0,2.0
1442,5.0,0.0
1445,7.0,0.0
1446,7.0,1.0
1447,4.0,0.0
1449,24.0,1.0
1453,3.0,0.0
1454,6.0,0.0
1456,1.0,0.0
1457,12.0,0.0
1458,1.0,0.0
1459,12.0,0.0
1460,2.0,0.0
1461,8.0,0.0
1464,17.0,0.0
1465,3.0,0.0
1466,52.0,1.0
1468,5.0,0.0
1473,1.0,0.0
1474,11.0,1.0
1475,1.0,0.0
1476,26.0,0.0
1477,1.0,0.0
1479,30.0,0.0
1480,11.0,0.0
1483,11.0,0.0
1484,3.0,0.0
1485,74.0,1.0
1487,5.0,0.0
1488,15.0,0.0
1489,2.0,0.0
1490,2.0,0.0
1493,1.0,0.0
1495,2.0,0.0
1496,1.0,1.0
1497,3.0,0.0
1498,5.0,0.0
1499,27.0,0.0
1500,59.0,2.0
1502,2.0,0.0
1503,4.0,0.0
1507,1.0,0.0
1513,29.0,1.0
1514,1.0,0.0
1515,15.0,0.0
1516,1.0,0.0
1517,100.0,0.0
1518,13.0,0.0
1519,1.0,0.0
1526,3.0,0.0
1527,116.0,0.0
1529,3.0,0.0
1533,2.0,0.0
1537,13.0,1.0
1541,10.0,0.0
1542,7.0,1.0
1544,67.0,1.0
1545,2.0,1.0
1546,1.0,0.0
1547,2.0,0.0
1549,1.0,0.0
1550,4.0,0.0
1551,3.0,0.0
1552,59.0,0.0
1554,5.0,0.0
1556,19.0,0.0
1562,42.0,0.0
1564,2.0,0.0
1565,1.0,0.0
1566,31.0,0.0
1569,40.0,3.0
1571,2.0,0.0
1572,2.0,0.0
1573,77.0,1.0
1574,1.0,0.0
1580,165.0,1.0
1581,3.0,0.0
1582,5.0,0.0
1583,2.0,0.0
1584,82.0,0.0
1585,1.0,0.0
1586,22.0,1.0
1587,31.0,0.0
1588,20.0,0.0
1589,16.0,0.0
1590,25.0,0.0
1591,26.0,0.0
1592,4.0,0.0
1593,6.0,0.0
1594,6.0,0.0
1596,3.0,0.0
1597,43.0,0.0
1598,4.0,0.0
1599,3.0,0.0
1600,2.0,0.0
1601,3.0,0.0
1602,4.0,0.0
1603,13.0,0.0
1604,3.0,0.0
1605,4.0,0.0
1606,3.0,0.0
1608,58.0,1.0
1609,3.0,0.0
1610,90.0,1.0
1611,5.0,0.0
1612,2.0,0.0
1613,1.0,0.0
1614,26.0,0.0
1615,11.0,0.0
1616,20.0,0.0
1617,97.0,1.0
1619,14.0,0.0
1620,13.0,0.0
1621,2.0,0.0
1623,2.0,0.0
1624,2.0,0.0
1625,77.0,8.0
1626,3.0,0.0
1627,7.0,0.0
1629,3.0,0.0
1631,1.0,0.0
1633,5.0,0.0
1635,17.0,1.0
1639,52.0,0.0
1641,56.0,0.0
1642,2.0,0.0
1643,5.0,2.0
1644,32.0,0.0
1645,51.0,1.0
1646,7.0,0.0
1647,3.0,0.0
1648,4.0,0.0
1649,3.0,0.0
1650,2.0,1.0
1652,1.0,0.0
1653,86.0,3.0
1654,1.0,0.0
1655,1.0,0.0
1656,1.0,0.0
1658,8.0,0.0
1659,1.0,0.0
1660,1.0,0.0
1661,1.0,0.0
1662,2.0,0.0
1663,34.0,1.0
1665,16.0,0.0
1667,5.0,0.0
1670,3.0,0.0
1671,1.0,0.0
1672,12.0,1.0
1673,39.0,0.0
1674,40.0,1.0
1675,1.0,0.0
1676,80.0,0.0
1677,1.0,0.0
1678,10.0,0.0
1679,1.0,0.0
1680,25.0,1.0
1681,7.0,0.0
1682,125.0,1.0
1683,6.0,1.0
1684,4.0,0.0
1685,1.0,0.0
1686,3.0,0.0
1687,18.0,0.0
1688,20.0,0.0
1689,7.0,0.0
1690,45.0,0.0
1693,19.0,0.0
1694,7.0,0.0
1695,2.0,0.0
1696,2.0,0.0
1699,2.0,0.0
1701,8.0,0.0
1702,16.0,0.0
1703,5.0,0.0
1704,141.0,3.0
1707,8.0,0.0
1711,24.0,1.0
1713,7.0,0.0
1717,31.0,3.0
1718,2.0,0.0
1719,16.0,2.0
1721,140.0,2.0
1722,45.0,0.0
1726,13.0,2.0
1727,4.0,0.0
1729,48.0,0.0
1730,4.0,0.0
1731,4.0,0.0
1732,106.0,32.0
1733,4.0,0.0
1734,9.0,0.0
1735,11.0,1.0
1739,1.0,0.0
1746,1.0,0.0
1747,31.0,0.0
1748,48.0,1.0
1752,4.0,0.0
1753,16.0,0.0
1754,15.0,0.0
1755,5.0,0.0
1757,1.0,0.0
1759,1.0,0.0
1760,10.0,0.0
1762,5.0,0.0
1767,2.0,0.0
1769,14.0,0.0
1770,2.0,0.0
1771,1.0,0.0
1772,12.0,0.0
1777,56.0,1.0
1779,23.0,1.0
1783,5.0,0.0
1784,96.0,0.0
1785,5.0,0.0
1791,3.0,0.0
1792,23.0,0.0
1793,2.0,0.0
1794,1.0,0.0
1797,6.0,1.0
1798,2.0,0.0
1799,13.0,0.0
1801,25.0,1.0
1804,3.0,0.0
1805,31.0,0.0
1806,8.0,0.0
1807,1.0,0.0
1809,6.0,0.0
1810,11.0,1.0
1812,3.0,0.0
1816,3.0,0.0
